"block_name","function","module","review_flag"
"define_convolutional_layer","Add a Convolutional layer to the model","MachineLearning","False"
"define_custom_activation_function","Define a custom activation function for the model","MachineLearning","False"
"define_custom_layer","Define a custom layer for the model","MachineLearning","False"
"define_custom_loss_function","Define a custom loss function for the model","MachineLearning","False"
"define_custom_metric_function","Define a custom metric function for the model","MachineLearning","False"
"define_custom_optimizer","Define a custom optimizer for the model","MachineLearning","False"
"define_dropout_layer","Define a Dropout layer in the model","MachineLearning","False"
"define_embedding_layer","Add an Embedding layer to the model","MachineLearning","False"
"define_flatten_layer","Define a Flatten layer in the model","MachineLearning","False"
"define_gru_layer","Add a GRU layer to the model","MachineLearning","False"
"define_lstm_layer","Add an LSTM layer to the model","MachineLearning","False"
"define_maxpooling2d_layer","Define a MaxPooling2D layer in the model","MachineLearning","False"
"define_maxpooling_layer","Add a MaxPooling layer to the model","MachineLearning","False"
"define_sequential_model","Define a Sequential model in TensorFlow","MachineLearning","False"
"download_nltk_data","Downloads necessary NLTK data files.","MachineLearning","False"
"evaluate_model","Evaluate the model on test data","MachineLearning","False"
"fit_model","Fit the compiled model to training data","MachineLearning","False"
"import_nltk_and_dependencies","Import necessary NLTK libraries.","MachineLearning","False"
"import_tensorflow","Import the TensorFlow library","MachineLearning","False"
"load_model","Load a model from a file","MachineLearning","False"
"n_grams","Generates N-Grams from tokenized text.","MachineLearning","False"
"named_entity_recognition","Performs Named Entity Recognition (NER) on POS-tagged text.","MachineLearning","False"
"nltk_chunking","NLTK Chunking","MachineLearning","False"
"nltk_collocations","NLTK Collocations","MachineLearning","False"
"nltk_concordance","NLTK Concordance","MachineLearning","False"
"nltk_frequencies","NLTK Frequencies","MachineLearning","False"
"nltk_lemmatize","Lemmatize a word using NLTK","MachineLearning","False"
"nltk_named_entity_recognition","NLTK Named Entity Recognition","MachineLearning","False"
"nltk_ngrams","Generate N-grams using NLTK","MachineLearning","False"
"nltk_pos_tag","Performs part-of-speech tagging on the input text.","MachineLearning","False"
"nltk_sentiment_analysis","Analyzes the sentiment of the input text and returns a sentiment score.","MachineLearning","False"
"nltk_sentiment_analysis_vader","Perform sentiment analysis using VADER tool from NLTK","MachineLearning","False"
"nltk_stemming","Stem a word using NLTK","MachineLearning","False"
"nltk_stopwords_removal","Remove stopwords using NLTK","MachineLearning","False"
"nltk_tokenize","Tokenizes the input text into individual words or tokens.","MachineLearning","False"
"nltk_tokenize_chunks","Tokenize chunks using NLTK","MachineLearning","False"
"nltk_tokenize_pos_tags","Tokenize words with part-of-speech tags using NLTK","MachineLearning","False"
"nltk_tokenize_sentence","Tokenize sentence using NLTK","MachineLearning","False"
"nltk_tokenize_words","Tokenize words using NLTK","MachineLearning","False"
"nltk_word_similarity","NLTK Word Similarity","MachineLearning","False"
"nltk_wordnet_antonyms","Retrieves antonyms of the input word using WordNet.","MachineLearning","False"
"nltk_wordnet_definitions","Retrieves definitions of the input word from WordNet.","MachineLearning","False"
"nltk_wordnet_depth","Calculates the WordNet depth of the input word.","MachineLearning","False"
"nltk_wordnet_distance","Calculates the WordNet distance between the two input words.","MachineLearning","False"
"nltk_wordnet_examples","Retrieves examples of the input word from WordNet.","MachineLearning","False"
"nltk_wordnet_holonyms","Get holonyms of a word from NLTK WordNet","MachineLearning","False"
"nltk_wordnet_hypernyms","Retrieves hypernyms of the input word using WordNet.","MachineLearning","False"
"nltk_wordnet_hypernyms_path","Retrieves the path of hypernyms of the input word from WordNet.","MachineLearning","False"
"nltk_wordnet_hyponyms","Retrieves hyponyms of the input word using WordNet.","MachineLearning","False"
"nltk_wordnet_hyponyms_path","Retrieves the path of hyponyms of the input word from WordNet.","MachineLearning","False"
"nltk_wordnet_meronyms","Get meronyms of a word from NLTK WordNet","MachineLearning","False"
"nltk_wordnet_similar_words","Retrieves words similar to the input word from WordNet.","MachineLearning","False"
"nltk_wordnet_synonyms","Retrieves synonyms of the input word using WordNet.","MachineLearning","False"
"pos_tagging","Tags parts of speech (POS) for the tokenized text.","MachineLearning","False"
"predict_with_model","Use the model to make predictions","MachineLearning","False"
"save_model","Save the model to a file","MachineLearning","False"
"sklearn_ada_boost_classifier","AdaBoost Classifier is an ensemble learning method that builds a strong model by combining multiple weak models.","MachineLearning","False"
"sklearn_dbscan","DBSCAN (Density-Based Spatial Clustering of Applications with Noise) is a clustering algorithm based on density.","MachineLearning","False"
"sklearn_decision_tree_classifier","Decision tree classifier is a supervised learning algorithm used for classification tasks.","MachineLearning","False"
"sklearn_gradient_boosting_classifier","Gradient Boosting Classifier is an ensemble learning method that builds a strong model by combining multiple weak models.","MachineLearning","False"
"sklearn_grid_search","Grid Search is used for hyperparameter tuning by exhaustively searching through a specified parameter grid.","MachineLearning","False"
"sklearn_isolation_forest","Isolation Forest is an algorithm used for anomaly detection by isolating anomalies in the dataset.","MachineLearning","False"
"sklearn_k_means_clustering","K-Means clustering is an unsupervised learning algorithm used for clustering tasks.","MachineLearning","False"
"sklearn_label_propagation","Label Propagation is a semi-supervised learning algorithm used for classification.","MachineLearning","False"
"sklearn_linear_discriminant_analysis","Linear Discriminant Analysis (LDA) is a method used in statistics and machine learning to find a linear combination of features that characterizes or separates classes.","MachineLearning","False"
"sklearn_linear_regression","Linear regression is a supervised learning algorithm used to predict a continuous value based on one or more input features.","MachineLearning","False"
"sklearn_linear_svc","Linear SVC (Support Vector Classifier) is a linear classification algorithm.","MachineLearning","False"
"sklearn_logistic_regression","Logistic regression is a supervised learning algorithm used for binary classification.","MachineLearning","False"
"sklearn_naive_bayes","Naive Bayes is a classification algorithm based on Bayes' theorem with an assumption of independence between features.","MachineLearning","False"
"sklearn_nearest_neighbors","Nearest Neighbors is a method for classification and regression that operates by finding the most similar training instances to the new instance.","MachineLearning","False"
"sklearn_one_class_svm","One-Class SVM is a method used for novelty detection, which involves identifying observations that deviate from the norm in a dataset.","MachineLearning","False"
"sklearn_pca","Principal Component Analysis (PCA) is a dimensionality reduction technique used for feature extraction and data visualization.","MachineLearning","False"
"sklearn_principal_component_analysis","Principal Component Analysis (PCA) is a technique used for dimensionality reduction and feature extraction.","MachineLearning","False"
"sklearn_random_forest_classifier","Random forest classifier is an ensemble learning method used for classification tasks, which consists of a multitude of decision trees.","MachineLearning","False"
"sklearn_svm_classifier","Support Vector Machine (SVM) is a supervised learning algorithm used for classification tasks.","MachineLearning","False"
"sklearn_t_distributed_stochastic_neighbor_embedding","t-Distributed Stochastic Neighbor Embedding (t-SNE) is a technique used for dimensionality reduction and visualization.","MachineLearning","False"
"word_frequency_counter","Counts the frequency of each word in the tokenized text.","MachineLearning","False"
"word_tokenization","Tokenizes input text into individual words using NLTK.","MachineLearning","False"
"cv2_approxPolyDP","Approximates the given contour to a simpler shape.","Opencv","False"
"cv2_arcLength","Calculates the perimeter length of the given contour.","Opencv","False"
"cv2_boundingRect","Calculates the bounding rectangle for the given contour.","Opencv","False"
"cv2_canny","Detects edges in the image using Canny edge detection.","Opencv","False"
"cv2_capture_frame","Captures a frame from the webcam.","Opencv","False"
"cv2_copy","Creates a deep copy of the given image.","Opencv","False"
"cv2_cvtColor","Convert image to different color spaces.","Opencv","False"
"cv2_drawContours","Draws the given contours on the image.","Opencv","False"
"cv2_draw_circle","Draws a circle on the image.","Opencv","False"
"cv2_event_lbuttondown","A mouse event triggered when the left mouse button is pressed down.","Opencv","False"
"cv2_event_lbuttonup","A mouse event triggered when the left mouse button is released.","Opencv","False"
"cv2_event_mousemove","A mouse event triggered when the mouse is moved.","Opencv","False"
"cv2_event_mousewheel","A mouse event triggered when the mouse wheel is scrolled.","Opencv","False"
"cv2_findContours","Finds contours in the given binary image.","Opencv","False"
"cv2_moments","Calculates the moments of the given contour.","Opencv","False"
"cv2_namedwindow","Creates a named window for displaying images.","Opencv","False"
"cv2_ravel","Flattens the multi-dimensional array into a 1D array.","Opencv","False"
"cv2_rectangle","Draws a rectangle on the given image.","Opencv","False"
"cv2_set_mouse_callback","Sets a mouse callback function for a specified window.","Opencv","False"
"cv2_waitkey_var","Waits for a key press with a specified delay and stores the key code in a variable.","Opencv","False"
"cv2_webcam_init","Initializes the webcam for capturing frames with the specified camera index.","Opencv","False"
"cv2_webcam_key","Handles webcam operations like capturing frames, waiting for key presses, and detecting objects.","Opencv","False"
"cv2_yolo_detection","Performs YOLO object detection on an image.","Opencv","False"
"imutils_grab_contours","Grab contours from the provided contours array.","Opencv","False"
"imutils_resize","Resize the image to the specified width and height.","Opencv","False"
"imutils_rotate","Rotate the image by the specified angle.","Opencv","False"
"imutils_rotate_bound","Rotate the image by the specified angle, ensuring it's within bounds.","Opencv","False"
"imutils_skeletonize","Compute the skeleton of an image with a specified size.","Opencv","False"
"imutils_translate","Translate (shift) the image by x and y pixels.","Opencv","False"
"imutils_url_to_image","Load an image from a given URL.","Opencv","False"
"opencv_apply_colormap","Apply a colormap to a grayscale image to convert it to color.","Opencv","False"
"opencv_grayscale","Convert the image to grayscale.","Opencv","False"
"opencv_resize","Resize the image to the specified width and height.","Opencv","False"
"add_item_to_set","Adds an item to the set.","Set","False"
"check_if_set_empty","Checks if the set is empty.","Set","False"
"check_item_in_set","Checks if an item is in the set.","Set","False"
"check_set_is_subset","Checks if one set is a subset of another.","Set","False"
"check_set_is_superset","Checks if one set is a superset of another.","Set","False"
"clear_set","Clears all items from the set.","Set","False"
"convert_set_to_list","Converts a set to a list.","Set","False"
"copy_set","Creates a copy of the set.","Set","False"
"create_empty_set","Creates an empty set.","Set","False"
"create_set_from_list","Creates a set from a list (removes duplicates).","Set","False"
"create_set_with_items","Creates a set with initial items.","Set","False"
"difference_of_sets","Gets the difference of two sets.","Set","False"
"difference_set_with_list","Finds the difference between a set and a list.","Set","False"
"intersection_of_sets","Gets the intersection of two sets.","Set","False"
"intersection_set_with_list","Finds the intersection of a set and a list.","Set","False"
"iterate_over_set","Iterates over each item in the set.","Set","False"
"remove_item_from_set","Removes an item from the set.","Set","False"
"set_length","Gets the number of items in the set.","Set","False"
"symmetric_difference_of_sets","Gets the symmetric difference of two sets.","Set","False"
"symmetric_difference_set_with_list","Finds the symmetric difference between a set and a list.","Set","False"
"union_of_sets","Gets the union of two sets.","Set","False"
"bubble_sort","Sort an array using Bubble Sort.","Sorting","False"
"bubble_sort_logic","Bubble Sort logic.","Sorting","False"
"combine","Combine sorted subarrays with a pivot element.","Sorting","False"
"compare_elements","Compare elements in the list at the specified indices.","Sorting","False"
"for_loop","For loop with specified range and step size.","Sorting","False"
"if_statement","If Statement","Sorting","False"
"initialize_array","Initialize an array with the given size.","Sorting","False"
"insertion_sort","Sort an array using Insertion Sort.","Sorting","False"
"insertion_sort_logic","Insertion Sort logic.","Sorting","False"
"merge","Merge two sorted subarrays into a single sorted array.","Sorting","False"
"merge_sort","Sort an array using Merge Sort.","Sorting","False"
"merge_sort_logic","Merge Sort logic.","Sorting","False"
"partition","Partition the array into two subarrays around a pivot element.","Sorting","False"
"quick_sort","Sort an array using Quick Sort.","Sorting","False"
"quick_sort_logic","Quick Sort logic.","Sorting","False"
"return_statement","Return statement","Sorting","False"
"set_list_element","Set an element in the list at the specified index.","Sorting","False"
"swap_elements","Swap elements in the list at the specified indices.","Sorting","False"
"base_structure","Base structure with setup and loop functions","Structure","False"
"break_statement","Break out of the current loop","Structure","False"
"class_structure","Create a structure for defining a class with methods and attributes.","Structure","False"
"custom_yield","","Structure","True"
"declaration_structure","","Structure","True"
"do_while_loop_structure","Create a structure for a do-while loop.","Structure","False"
"dynamic_for_loop","For loop with configurable range","Structure","False"
"function_definition_structure","Create a structure for defining a function with parameters and statements.","Structure","False"
"if_else_structure","Create an if-else structure with conditionals.","Structure","False"
"switch_case_structure","Create a structure for implementing switch-case logic.","Structure","False"
"try_catch_structure","Create a structure for handling exceptions with try and catch blocks.","Structure","False"
"while_loop_structure","Create a while loop structure with specified condition.","Structure","False"
"delay","Delay for the specified number of seconds","System","False"
"delayed_execution","Run the main function","System","False"
"file_system_functions","Advanced file system functions.","System","False"
"networking_functions","Advanced networking functions.","System","False"
"system_command_execution_functions","Execute system commands.","System","False"
"system_configuration_functions","Advanced system configuration functions.","System","False"
"system_exit_function","Exit the program.","System","False"
"system_info_functions","Get system information.","System","False"
"system_monitoring_functions","Advanced system monitoring functions.","System","False"
"system_reboot_function","Reboot the system.","System","False"
"system_time_functions","Get the current system time.","System","False"
"check_element_in_tuple","Check if an element exists in the tuple.","Tuple","False"
"create_tuple","Create a tuple with specified items.","Tuple","False"
"get_tuple_element","Get an element from a tuple at the specified index.","Tuple","False"
"list_to_tuple","Convert a list to a tuple.","Tuple","False"
"tuple_concat","Concatenate two tuples.","Tuple","False"
"tuple_contains","Check if an item is in a tuple.","Tuple","False"
"tuple_create_item","","Tuple","True"
"tuple_create_item_container","","Tuple","True"
"tuple_index","Retrieve an element from a tuple by index.","Tuple","False"
"tuple_length","Get the length of a tuple.","Tuple","False"
"tuple_method","Use a method on the tuple.","Tuple","False"
"tuple_reverse","Reverse the order of elements in the tuple.","Tuple","False"
"tuple_slice","Slice a tuple from start index to end index.","Tuple","False"
"tuple_to_list","Convert a tuple to a list.","Tuple","False"
"tuple_unpack","Unpack tuple elements into individual variables.","Tuple","False"
"tuple_unpack_container","","Tuple","True"
"tuple_unpack_variable","","Tuple","True"
"turtle_begin_fill","Begin filling the shape with color","Turtle","False"
"turtle_circle","Draw a circle with a specified radius and shape","Turtle","False"
"turtle_color","Set the pen color","Turtle","False"
"turtle_command","Choose a Turtle command and specify the distance","Turtle","False"
"turtle_create_screen","Create a Turtle screen","Turtle","False"
"turtle_done","Keep the Turtle window open until closed by the user","Turtle","False"
"turtle_end_fill","End filling the shape with color","Turtle","False"
"turtle_goto","Move turtle to a specific position","Turtle","False"
"turtle_ondrag","Set a function to be called when the turtle is dragged","Turtle","False"
"turtle_pen","Set the pen state (up or down)","Turtle","False"
"turtle_pos","Get the current position of the turtle","Turtle","False"
"turtle_set_background_color","Set the background color in Turtle","Turtle","False"
"turtle_shape","Choose a Turtle shape","Turtle","False"
"turtle_speed","Set turtle speed","Turtle","False"
"turtle_stamp","Stamp the turtle on the screen","Turtle","False"
"turtle_turn","Choose a Turtle turn direction and specify the degrees","Turtle","False"
"turtle_write","Write text with turtle","Turtle","False"
"additional_variable","","Variables","True"
"array_declaration","Variable Declaration","Variables","False"
"calculate_average_of","Calculate the average value of a list of variables.","Variables","False"
"check_variable_value","Check if a variable\'s value meets a specified condition.","Variables","False"
"convert_to_data_type","Convert a value to the selected data type","Variables","False"
"copy_variable","Create a copy of a variable with the same value.","Variables","False"
"create_variable","Create a variable with the specified name","Variables","False"
"create_variable_2","Create a variable with the specified name","Variables","False"
"decrement_variable","Decrement the value of a variable by a specified amount.","Variables","False"
"find_maximum_value","Find the maximum value among a list of variables.","Variables","False"
"float_operator","Convert a value to a float","Variables","False"
"import_statements","Import a selected module in Python","Variables","False"
"increment_variable","Increment the value of a variable by a specified amount.","Variables","False"
"multi_variable_loop","","Variables","True"
